"County","ElecYear","Election","ElecDate","PrecNo","PrecName","Party","Contest","Descr","VoteFor","Candidate","Posn","Count","PctCnt","Total","PctTot"
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","4200",281,34.18,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","4201",38,4.62,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","4202",43,5.23,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4203",2,.24,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","4208",456,55.54,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","4209",282,34.35,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","4210",37,4.51,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","4211",45,5.48,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4212",1,.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","4216",483,58.62,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","4217",340,41.26,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4218",1,.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","DEM-REP","REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","H SCOTT CONKLIN","4223",763,97.82,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4224",17,2.18,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","4229",373,50.27,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0050","50 FERGUSON NORTHEAST 2","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","4230",369,49.73,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","REGISTERED VOTERS - TOTAL","","","","4242",1543,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","BALLOTS CAST - TOTAL","","","","4243",1186,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","VOTER TURNOUT - TOTAL","","","","4244",,76.86,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","4249",182,47.64,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","4250",196,51.31,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","CONSTITUTION PARTY","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","CONSTITUTION PARTY","4251",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","GREEN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","GREEN","4252",1,.26,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","LIBERTARIAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","LIBERTARIAN","4253",3,.79,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","DEMOCRATIC","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","HILLARY CLINTON,  PRESIDENT","4258",578,49.28,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","REPUBLICAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DONALD J TRUMP,  PRESIDENT","4259",509,43.39,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","CONSTITUTION PARTY","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DARRELL L CASTLE,  PRESIDENT","4260",6,.51,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","GREEN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","JILL STEIN,  PRESIDENT","4261",15,1.28,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","LIBERTARIAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","GARY JOHNSON, PRESIDENT","4262",42,3.58,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4263",23,1.96,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","DEMOCRATIC","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","KATIE MCGINTY","4268",558,47.53,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","REPUBLICAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","PAT TOOMEY","4269",547,46.59,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","LIBERTARIAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","EDWARD T CLIFFORD, III","4270",68,5.79,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4271",1,.09,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","DEMOCRATIC","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOSH SHAPIRO","4276",563,48.58,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","REPUBLICAN","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN RAFFERTY","4277",596,51.42,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4278",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","DEMOCRATIC","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","EUGENE A DEPASQUALE","4283",535,46.68,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","4284",527,45.99,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","4285",43,3.75,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","4286",41,3.58,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4287",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","4292",517,45.31,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","4293",504,44.17,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","4294",66,5.78,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","4295",54,4.73,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4296",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","4300",522,45.23,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","4301",631,54.68,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4302",1,.09,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","DEMOCRATIC","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","MELODY S FLECK","4307",487,42.16,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","REPUBLICAN","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","KERRY A BENNINGHOFF","4308",668,57.84,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4309",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","4314",488,48.85,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0051","51 FERGUSON EAST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","4315",511,51.15,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","REGISTERED VOTERS - TOTAL","","","","4327",1243,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","BALLOTS CAST - TOTAL","","","","4328",1023,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","VOTER TURNOUT - TOTAL","","","","4329",,82.30,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","4334",134,34.81,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","4335",247,64.16,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","CONSTITUTION PARTY","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","CONSTITUTION PARTY","4336",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","GREEN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","GREEN","4337",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","LIBERTARIAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","LIBERTARIAN","4338",4,1.04,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","DEMOCRATIC","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","HILLARY CLINTON,  PRESIDENT","4343",389,38.25,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","REPUBLICAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DONALD J TRUMP,  PRESIDENT","4344",559,54.97,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","CONSTITUTION PARTY","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DARRELL L CASTLE,  PRESIDENT","4345",8,.79,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","GREEN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","JILL STEIN,  PRESIDENT","4346",9,.88,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","LIBERTARIAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","GARY JOHNSON, PRESIDENT","4347",31,3.05,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4348",21,2.06,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","DEMOCRATIC","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","KATIE MCGINTY","4353",378,37.28,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","REPUBLICAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","PAT TOOMEY","4354",593,58.48,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","LIBERTARIAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","EDWARD T CLIFFORD, III","4355",42,4.14,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4356",1,.10,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","DEMOCRATIC","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOSH SHAPIRO","4361",414,41.24,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","REPUBLICAN","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN RAFFERTY","4362",588,58.57,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4363",2,.20,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","DEMOCRATIC","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","EUGENE A DEPASQUALE","4368",415,41.46,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","4369",535,53.45,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","4370",25,2.50,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","4371",25,2.50,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4372",1,.10,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","4377",388,39.03,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","4378",540,54.33,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","4379",45,4.53,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","4380",20,2.01,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4381",1,.10,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","4385",359,35.76,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","4386",644,64.14,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4387",1,.10,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","DEMOCRATIC","REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","RICK ROGERS","4392",362,36.49,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","REPUBLICAN","REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","RICH IRVIN","4393",625,63.00,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","4394",5,.50,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","4399",431,48.76,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0052","52 FERGUSON WEST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","4400",453,51.24,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","","REGISTERED VOTERS - TOTAL","","","","4412",1456,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","","BALLOTS CAST - TOTAL","","","","4413",1122,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","","VOTER TURNOUT - TOTAL","","","","4414",,77.06,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","4419",109,31.96,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","4420",228,66.86,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","CONSTITUTION PARTY","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","CONSTITUTION PARTY","4421",1,.29,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","GREEN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","GREEN","4422",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","LIBERTARIAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","LIBERTARIAN","4423",3,.88,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","DEMOCRATIC","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","HILLARY CLINTON,  PRESIDENT","4428",313,28.00,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","REPUBLICAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DONALD J TRUMP,  PRESIDENT","4429",736,65.83,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","CONSTITUTION PARTY","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DARRELL L CASTLE,  PRESIDENT","4430",7,.63,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","GREEN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","JILL STEIN,  PRESIDENT","4431",11,.98,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0053","53 GREGG","LIBERTARIAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","GARY JOHNSON, PRESIDENT","4432",31,2.77,"",""
