id,name,tot_pop,no_hc,with_hc,public_hc,private_hc,perc_no_hc,perc_hc
29209,"Stone County, Missouri",31374,5267,26107,13384,18983,0.167877861,0.832122139
29211,"Sullivan County, Missouri",6483,912,5571,2406,4097,0.140675613,0.859324387
29213,"Taney County, Missouri",52611,12004,40607,20207,27832,0.228165213,0.771834787
29215,"Texas County, Missouri",24202,3730,20472,10761,12789,0.154119494,0.845880506
29217,"Vernon County, Missouri",20494,3561,16933,7509,12360,0.173758173,0.826241827
29219,"Warren County, Missouri",32670,3620,29050,10498,22898,0.11080502,0.88919498
29221,"Washington County, Missouri",24039,4171,19868,10370,12120,0.173509713,0.826490287
29223,"Wayne County, Missouri",13280,2175,11105,6691,6907,0.16378012,0.83621988
29225,"Webster County, Missouri",35642,7639,28003,11085,20799,0.214325795,0.785674205
29227,"Worth County, Missouri",2039,315,1724,669,1385,0.154487494,0.845512506
29229,"Wright County, Missouri",18350,3302,15048,8358,9267,0.179945504,0.820054496
29510,"St. Louis city, Missouri",313908,55964,257944,110733,170853,0.178281535,0.821718465
30001,"Beaverhead County, Montana",9153,1028,8125,2725,6783,0.112312903,0.887687097
30003,"Big Horn County, Montana",12941,5384,7557,4558,3879,0.416042037,0.583957963
30005,"Blaine County, Montana",6498,2164,4334,2181,2777,0.333025546,0.666974454
30007,"Broadwater County, Montana",5647,832,4815,1732,3908,0.147334868,0.852665132
30009,"Carbon County, Montana",10133,1433,8700,3418,6929,0.141419126,0.858580874
30011,"Carter County, Montana",1185,269,916,326,779,0.227004219,0.772995781
30013,"Cascade County, Montana",78203,11165,67038,26169,52774,0.142769459,0.857230541
30015,"Chouteau County, Montana",5792,1238,4554,2260,3089,0.213743094,0.786256906
30017,"Custer County, Montana",11638,1374,10264,3669,8376,0.118061523,0.881938477
30019,"Daniels County, Montana",1778,131,1647,568,1405,0.07367829,0.92632171
30021,"Dawson County, Montana",8855,940,7915,2748,6813,0.106154715,0.893845285
30023,"Deer Lodge County, Montana",8843,1296,7547,3543,5628,0.146556598,0.853443402
30025,"Fallon County, Montana",2985,363,2622,694,2318,0.12160804,0.87839196
30027,"Fergus County, Montana",11254,1682,9572,3872,7489,0.14945797,0.85054203
30029,"Flathead County, Montana",91709,17381,74328,28329,58388,0.189523384,0.810476616
30031,"Gallatin County, Montana",92742,11620,81122,17244,71277,0.125293826,0.874706174
30033,"Garfield County, Montana",1095,201,894,380,706,0.183561644,0.816438356
30035,"Glacier County, Montana",13504,5019,8485,4950,4303,0.371667654,0.628332346
30037,"Golden Valley County, Montana",738,109,629,306,448,0.147696477,0.852303523
30039,"Granite County, Montana",3102,475,2627,1189,2079,0.153127015,0.846872985
30041,"Hill County, Montana",16307,3328,12979,5280,9816,0.204084136,0.795915864
30043,"Jefferson County, Montana",11305,1216,10089,3249,8549,0.107563025,0.892436975
30045,"Judith Basin County, Montana",2023,322,1701,675,1350,0.15916955,0.84083045
30047,"Lake County, Montana",28766,7361,21405,11557,13696,0.255892373,0.744107627
30049,"Lewis and Clark County, Montana",64141,6751,57390,18685,47977,0.105252491,0.894747509
30051,"Liberty County, Montana",2207,327,1880,711,1600,0.14816493,0.85183507
30053,"Lincoln County, Montana",19259,4204,15055,7821,10653,0.218287554,0.781712446
30055,"McCone County, Montana",1740,144,1596,516,1453,0.082758621,0.917241379
30057,"Madison County, Montana",7664,1282,6382,2560,5118,0.167275574,0.832724426
30059,"Meagher County, Montana",1997,483,1514,806,1024,0.241862794,0.758137206
30061,"Mineral County, Montana",4160,1051,3109,2109,1914,0.252644231,0.747355769
30063,"Missoula County, Montana",110338,17687,92651,28113,75772,0.160298356,0.839701644
30065,"Musselshell County, Montana",4726,570,4156,1598,3137,0.120609395,0.879390605
30067,"Park County, Montana",15545,2609,12936,4375,10429,0.167835317,0.832164683
30069,"Petroleum County, Montana",489,125,364,125,285,0.255623722,0.744376278
30071,"Phillips County, Montana",4153,727,3426,1385,2779,0.175054178,0.824945822
30073,"Pondera County, Montana",6153,1082,5071,2192,3809,0.175849179,0.824150821
30075,"Powder River County, Montana",1678,307,1371,537,1132,0.1829559,0.8170441
30077,"Powell County, Montana",5514,783,4731,1970,3582,0.142002176,0.857997824
30079,"Prairie County, Montana",1263,192,1071,505,845,0.152019002,0.847980998
30081,"Ravalli County, Montana",40368,7788,32580,16050,23317,0.192925089,0.807074911
30083,"Richland County, Montana",10669,2051,8618,2169,7499,0.192239198,0.807760802
30085,"Roosevelt County, Montana",10660,3058,7602,4175,4098,0.286866792,0.713133208
30087,"Rosebud County, Montana",9252,2132,7120,2604,5433,0.230436662,0.769563338
30089,"Sanders County, Montana",11239,2733,8506,4864,5637,0.243171101,0.756828899
30091,"Sheridan County, Montana",3452,305,3147,1070,2635,0.088354577,0.911645423
30093,"Silver Bow County, Montana",33862,5678,28184,12166,20874,0.167680586,0.832319414
30095,"Stillwater County, Montana",9151,954,8197,2731,6931,0.104250902,0.895749098
30097,"Sweet Grass County, Montana",3590,471,3119,1107,2577,0.131197772,0.868802228
30099,"Teton County, Montana",6009,929,5080,2390,3853,0.154601431,0.845398569
30101,"Toole County, Montana",4521,957,3564,1475,2724,0.211678832,0.788321168
30103,"Treasure County, Montana",761,80,681,342,485,0.105124836,0.894875164
30105,"Valley County, Montana",7415,1007,6408,2790,4920,0.135805799,0.864194201
30107,"Wheatland County, Montana",2091,242,1849,731,1421,0.115734099,0.884265901
30109,"Wibaux County, Montana",964,134,830,333,680,0.139004149,0.860995851
30111,"Yellowstone County, Montana",149774,22161,127613,42991,104063,0.147962931,0.852037069
31001,"Adams County, Nebraska",31088,3589,27499,8518,23039,0.115446475,0.884553525
31003,"Antelope County, Nebraska",6432,645,5787,2058,4791,0.100279851,0.899720149
31005,"Arthur County, Nebraska",472,59,413,152,351,0.125,0.875
31007,"Banner County, Nebraska",788,120,668,233,534,0.152284264,0.847715736
31009,"Blaine County, Nebraska",594,176,418,140,356,0.296296296,0.703703704
31011,"Boone County, Nebraska",5303,377,4926,1568,4235,0.071091835,0.928908165
31013,"Box Butte County, Nebraska",11132,1209,9923,3821,7907,0.108605821,0.891394179
31015,"Boyd County, Nebraska",2041,246,1795,819,1419,0.120529152,0.879470848
31017,"Brown County, Nebraska",3045,375,2670,1322,2059,0.123152709,0.876847291
31019,"Buffalo County, Nebraska",46773,3912,42861,10750,37610,0.083637996,0.916362004
31021,"Burt County, Nebraska",6594,692,5902,2325,4699,0.104943888,0.895056112
31023,"Butler County, Nebraska",8159,701,7458,2413,6417,0.085917392,0.914082608
31025,"Cass County, Nebraska",24885,1781,23104,5862,20629,0.071569218,0.928430782
31027,"Cedar County, Nebraska",8582,756,7826,2388,6925,0.088091354,0.911908646
31029,"Chase County, Nebraska",3918,504,3414,1306,2807,0.12863706,0.87136294
31031,"Cherry County, Nebraska",5691,741,4950,1849,4009,0.130205588,0.869794412
31033,"Cheyenne County, Nebraska",9933,820,9113,2809,7530,0.082553106,0.917446894
31035,"Clay County, Nebraska",6318,714,5604,2038,4423,0.113010446,0.886989554
31037,"Colfax County, Nebraska",10410,1555,8855,2643,7302,0.1493756,0.8506244
31039,"Cuming County, Nebraska",8926,812,8114,2688,6738,0.090970199,0.909029801
31041,"Custer County, Nebraska",10668,1278,9390,3610,7680,0.119797525,0.880202475
31043,"Dakota County, Nebraska",20675,3477,17198,5791,13247,0.168174123,0.831825877
31045,"Dawes County, Nebraska",9055,1401,7654,2283,6660,0.154721149,0.845278851
31047,"Dawson County, Nebraska",23936,3354,20582,6967,16326,0.140123663,0.859876337
31049,"Deuel County, Nebraska",1930,286,1644,632,1339,0.148186528,0.851813472
31051,"Dixon County, Nebraska",5803,658,5145,1703,4279,0.113389626,0.886610374
31053,"Dodge County, Nebraska",36156,4415,31741,11288,26060,0.122109747,0.877890253
31055,"Douglas County, Nebraska",525171,65332,459839,135056,373951,0.124401385,0.875598615
31057,"Dundy County, Nebraska",1929,288,1641,648,1308,0.149300156,0.850699844
31059,"Fillmore County, Nebraska",5518,481,5037,1709,4252,0.087169264,0.912830736
31061,"Franklin County, Nebraska",3094,356,2738,1188,2117,0.115061409,0.884938591
31063,"Frontier County, Nebraska",2525,259,2266,808,1911,0.102574257,0.897425743
31065,"Furnas County, Nebraska",4827,503,4324,1781,3379,0.104205511,0.895794489
31067,"Gage County, Nebraska",21590,1563,20027,7154,16567,0.072394627,0.927605373
31069,"Garden County, Nebraska",1895,342,1553,745,1248,0.180474934,0.819525066
31071,"Garfield County, Nebraska",1921,246,1675,829,1217,0.128058303,0.871941697
31073,"Gosper County, Nebraska",1960,208,1752,568,1516,0.106122449,0.893877551
31075,"Grant County, Nebraska",649,100,549,204,462,0.154083205,0.845916795
31077,"Greeley County, Nebraska",2463,302,2161,954,1688,0.122614698,0.877385302
31079,"Hall County, Nebraska",59445,9669,49776,17528,38858,0.162654555,0.837345445
31081,"Hamilton County, Nebraska",8953,558,8395,2806,6819,0.062325477,0.937674523
31083,"Harlan County, Nebraska",3407,369,3038,1231,2489,0.108306428,0.891693572
31085,"Hayes County, Nebraska",1145,237,908,350,752,0.2069869,0.7930131
31087,"Hitchcock County, Nebraska",2839,449,2390,1035,1847,0.15815428,0.84184572
31089,"Holt County, Nebraska",10268,1029,9239,3023,7934,0.100214258,0.899785742
31091,"Hooker County, Nebraska",662,48,614,264,513,0.072507553,0.927492447
31093,"Howard County, Nebraska",6286,371,5915,1917,4996,0.059020045,0.940979955
31095,"Jefferson County, Nebraska",7380,743,6637,2821,5248,0.100677507,0.899322493
31097,"Johnson County, Nebraska",4128,458,3670,1254,3015,0.110949612,0.889050388
31099,"Kearney County, Nebraska",6451,554,5897,1959,5015,0.085878158,0.914121842
31101,"Keith County, Nebraska",8134,1148,6986,2780,5689,0.141135972,0.858864028
31103,"Keya Paha County, Nebraska",741,59,682,261,571,0.079622132,0.920377868
31105,"Kimball County, Nebraska",3702,587,3115,1471,2344,0.158562939,0.841437061
31107,"Knox County, Nebraska",8346,958,7388,2995,5903,0.114785526,0.885214474
31109,"Lancaster County, Nebraska",289475,29669,259806,70042,220850,0.102492443,0.897507557
31111,"Lincoln County, Nebraska",35654,3771,31883,11101,25919,0.105766534,0.894233466
31113,"Logan County, Nebraska",735,98,637,222,527,0.133333333,0.866666667
31115,"Loup County, Nebraska",559,61,498,201,387,0.109123435,0.890876565
31117,"McPherson County, Nebraska",426,7,419,104,405,0.016431925,0.983568075
31119,"Madison County, Nebraska",34444,4194,30250,9789,24606,0.121762861,0.878237139
31121,"Merrick County, Nebraska",7672,769,6903,2539,5681,0.100234619,0.899765381
31123,"Morrill County, Nebraska",4785,707,4078,1596,3176,0.147753396,0.852246604
31125,"Nance County, Nebraska",3576,401,3175,931,2766,0.112136465,0.887863535
31127,"Nemaha County, Nebraska",7109,620,6489,2188,5258,0.087213391,0.912786609
31129,"Nuckolls County, Nebraska",4368,487,3881,1673,3157,0.111492674,0.888507326
31131,"Otoe County, Nebraska",15441,1345,14096,4488,11984,0.087105757,0.912894243
31133,"Pawnee County, Nebraska",2709,480,2229,938,1882,0.177187154,0.822812846
31135,"Perkins County, Nebraska",2896,293,2603,833,2294,0.101174033,0.898825967
31137,"Phelps County, Nebraska",8953,618,8335,2443,7347,0.069027142,0.930972858
31139,"Pierce County, Nebraska",7057,570,6487,1848,5632,0.080770866,0.919229134
31141,"Platte County, Nebraska",32187,3425,28762,7611,25195,0.10640942,0.89359058
31143,"Polk County, Nebraska",5178,465,4713,1414,4119,0.089803013,0.910196987
31145,"Red Willow County, Nebraska",10738,1047,9691,3289,8126,0.097504191,0.902495809
31147,"Richardson County, Nebraska",8065,628,7437,3198,5658,0.077867328,0.922132672
31149,"Rock County, Nebraska",1404,193,1211,424,1017,0.137464387,0.862535613
31151,"Saline County, Nebraska",14021,1531,12490,3630,10563,0.109193353,0.890806647
31153,"Sarpy County, Nebraska",162025,11607,150418,31008,136551,0.071637093,0.928362907
31155,"Saunders County, Nebraska",20579,1456,19123,5498,16820,0.070751737,0.929248263
31157,"Scotts Bluff County, Nebraska",36274,5460,30814,12466,22928,0.150521034,0.849478966
31159,"Seward County, Nebraska",16654,1052,15602,3873,13957,0.063168008,0.936831992
31161,"Sheridan County, Nebraska",5237,873,4364,1942,3286,0.166698492,0.833301508
31163,"Sherman County, Nebraska",3063,232,2831,1096,2311,0.075742736,0.924257264
31165,"Sioux County, Nebraska",1279,148,1131,407,970,0.115715403,0.884284597
31167,"Stanton County, Nebraska",6093,683,5410,1726,4547,0.112095848,0.887904152
31169,"Thayer County, Nebraska",5046,397,4649,1934,3510,0.078676179,0.921323821
31171,"Thomas County, Nebraska",747,70,677,199,596,0.093708166,0.906291834
31173,"Thurston County, Nebraska",6863,2034,4829,2635,2756,0.296371849,0.703628151
31175,"Valley County, Nebraska",4219,556,3663,1594,2866,0.131784783,0.868215217
31177,"Washington County, Nebraska",20043,1412,18631,4415,16740,0.070448536,0.929551464
31179,"Wayne County, Nebraska",9443,824,8619,2214,7499,0.087260405,0.912739595
31181,"Webster County, Nebraska",3625,395,3230,1380,2514,0.108965517,0.891034483
31183,"Wheeler County, Nebraska",848,87,761,233,678,0.10259434,0.89740566
31185,"York County, Nebraska",13281,1025,12256,3719,10584,0.077177923,0.922822077
32001,"Churchill County, Nevada",23473,4138,19335,8171,14829,0.17628765,0.82371235
32003,"Clark County, Nevada",1979680,413749,1565931,501738,1242937,0.208997919,0.791002081
32005,"Douglas County, Nevada",46728,6724,40004,16162,33430,0.143896593,0.856103407
32007,"Elko County, Nevada",50379,8457,41922,8648,36910,0.167867564,0.832132436
32009,"Esmeralda County, Nevada",1025,257,768,419,506,0.250731707,0.749268293
32011,"Eureka County, Nevada",1745,391,1354,253,1275,0.224068768,0.775931232
32013,"Humboldt County, Nevada",16780,3425,13355,3256,11372,0.204112038,0.795887962
32015,"Lander County, Nevada",5894,991,4903,1470,4120,0.168137089,0.831862911
32017,"Lincoln County, Nevada",4928,968,3960,1511,3100,0.196428571,0.803571429
32019,"Lyon County, Nevada",51128,9673,41455,17242,31657,0.189191832,0.810808168
32021,"Mineral County, Nevada",4524,912,3612,1833,2480,0.201591512,0.798408488
32023,"Nye County, Nevada",42598,8538,34060,20365,21033,0.200431945,0.799568055
32027,"Pershing County, Nevada",4866,973,3893,1721,2863,0.199958898,0.800041102
32029,"Storey County, Nevada",3917,722,3195,1300,2613,0.184324738,0.815675262
32031,"Washoe County, Nevada",426939,82746,344193,109245,277306,0.193812231,0.806187769
32033,"White Pine County, Nevada",8981,1403,7578,2541,6285,0.156218684,0.843781316
32510,"Carson City, Nevada",52771,9825,42946,17923,31817,0.186181804,0.813818196
33001,"Belknap County, New Hampshire",59524,7077,52447,19210,42132,0.11889322,0.88110678
33003,"Carroll County, New Hampshire",47206,7164,40042,16474,33011,0.151760369,0.848239631
33005,"Cheshire County, New Hampshire",75847,8248,67599,20779,56611,0.108745237,0.891254763
33007,"Coos County, New Hampshire",30898,4414,26484,12406,19200,0.142857143,0.857142857
33009,"Grafton County, New Hampshire",88578,10403,78175,25292,64292,0.117444512,0.882555488
33011,"Hillsborough County, New Hampshire",398895,38170,360725,95937,305861,0.095689342,0.904310658
33013,"Merrimack County, New Hampshire",143759,13974,129785,39047,109159,0.097204349,0.902795651
33015,"Rockingham County, New Hampshire",295683,24944,270739,63171,242655,0.084360616,0.915639384
33017,"Strafford County, New Hampshire",123055,14679,108376,31175,91262,0.119288123,0.880711877
33019,"Sullivan County, New Hampshire",42870,5181,37689,13243,30551,0.120853744,0.879146256
34001,"Atlantic County, New Jersey",272335,37211,235124,86744,184294,0.136636863,0.863363137
34003,"Bergen County, New Jersey",914641,111269,803372,206319,687313,0.121653195,0.878346805
34005,"Burlington County, New Jersey",435882,32356,403526,105317,356018,0.074231099,0.925768901
34007,"Camden County, New Jersey",506790,59311,447479,156656,345013,0.117032696,0.882967304
34009,"Cape May County, New Jersey",94125,8787,85338,34747,68592,0.093354582,0.906645418
34011,"Cumberland County, New Jersey",146285,22364,123921,55559,84240,0.152879653,0.847120347
34013,"Essex County, New Jersey",777958,132181,645777,240852,465087,0.16990763,0.83009237
34015,"Gloucester County, New Jersey",288202,23539,264663,73382,224806,0.081675353,0.918324647
34017,"Hudson County, New Jersey",651279,138069,513210,186200,363878,0.211996702,0.788003298
34019,"Hunterdon County, New Jersey",122118,6232,115886,23627,107229,0.051032608,0.948967392
34021,"Mercer County, New Jersey",362866,40904,321962,94627,266707,0.112724808,0.887275192
34023,"Middlesex County, New Jersey",814764,102390,712374,177102,609487,0.125668292,0.874331708
34025,"Monmouth County, New Jersey",625345,60261,565084,145751,494413,0.096364407,0.903635593
34027,"Morris County, New Jersey",493122,39568,453554,93099,415747,0.080239778,0.919760222
34029,"Ocean County, New Jersey",575943,52052,523891,215378,411394,0.090376999,0.909623001
34031,"Passaic County, New Jersey",501690,89815,411875,168875,281143,0.179024896,0.820975104
34033,"Salem County, New Jersey",64443,6994,57449,21825,44650,0.108530019,0.891469981
34035,"Somerset County, New Jersey",325973,27779,298194,61775,267120,0.085218714,0.914781286
34037,"Sussex County, New Jersey",145472,12795,132677,30623,118080,0.08795507,0.91204493
34039,"Union County, New Jersey",540813,84972,455841,144368,357813,0.157119004,0.842880996
34041,"Warren County, New Jersey",106623,9898,96725,27003,82316,0.092831753,0.907168247
35001,"Bernalillo County, New Mexico",664382,104941,559441,235983,394104,0.157952804,0.842047196
35003,"Catron County, New Mexico",3630,838,2792,1485,2056,0.230853994,0.769146006
35005,"Chaves County, New Mexico",64893,12104,52789,28168,32074,0.186522429,0.813477571
35006,"Cibola County, New Mexico",25546,6249,19297,11962,10329,0.244617553,0.755382447
35007,"Colfax County, New Mexico",12787,1984,10803,6108,7195,0.155157582,0.844842418
35009,"Curry County, New Mexico",47775,7909,39866,17690,27799,0.165546834,0.834453166
35011,"De Baca County, New Mexico",1940,342,1598,879,1031,0.17628866,0.82371134
35013,"Do–a Ana County, New Mexico",209440,41512,167928,86239,103047,0.198204736,0.801795264
35015,"Eddy County, New Mexico",54289,8040,46249,19176,33348,0.148096299,0.851903701
35017,"Grant County, New Mexico",28913,3203,25710,14111,16897,0.110780618,0.889219382
35019,"Guadalupe County, New Mexico",3966,469,3497,1904,2243,0.118255169,0.881744831
35021,"Harding County, New Mexico",654,81,573,295,404,0.123853211,0.876146789
35023,"Hidalgo County, New Mexico",4628,850,3778,2254,1965,0.18366465,0.81633535
35025,"Lea County, New Mexico",65253,14220,51033,20647,35975,0.217921015,0.782078985
35027,"Lincoln County, New Mexico",19995,2862,17133,9959,11154,0.143135784,0.856864216
35028,"Los Alamos County, New Mexico",17845,935,16910,3666,16169,0.052395629,0.947604371
35029,"Luna County, New Mexico",24598,5390,19208,12778,9686,0.219123506,0.780876494
35031,"McKinley County, New Mexico",72652,25211,47441,32154,18558,0.347010406,0.652989594
35033,"Mora County, New Mexico",4722,962,3760,2683,1491,0.203727234,0.796272766
35035,"Otero County, New Mexico",61046,10855,50191,27817,32567,0.177816728,0.822183272
35037,"Quay County, New Mexico",8759,1231,7528,4550,4308,0.140541158,0.859458842
35039,"Rio Arriba County, New Mexico",39876,8530,31346,16692,19239,0.213913131,0.786086869
35041,"Roosevelt County, New Mexico",19633,3377,16256,7676,10794,0.172006316,0.827993684
35043,"Sandoval County, New Mexico",134444,17981,116463,45705,86621,0.133743417,0.866256583
35045,"San Juan County, New Mexico",125966,32185,93781,43168,60458,0.255505454,0.744494546
35047,"San Miguel County, New Mexico",28300,5229,23071,12840,13708,0.184770318,0.815229682
35049,"Santa Fe County, New Mexico",144500,27026,117474,50165,87010,0.187031142,0.812968858
35051,"Sierra County, New Mexico",11520,2270,9250,6210,5880,0.197048611,0.802951389
35053,"Socorro County, New Mexico",17514,2822,14692,8424,8561,0.16112824,0.83887176
35055,"Taos County, New Mexico",32731,5906,26825,15178,16010,0.180440561,0.819559439
35057,"Torrance County, New Mexico",15185,2668,12517,7645,6431,0.175699704,0.824300296
35059,"Union County, New Mexico",3873,712,3161,1791,1896,0.183836819,0.816163181
35061,"Valencia County, New Mexico",74796,11239,63557,33182,39946,0.150262046,0.849737954
36001,"Albany County, New York",302507,20635,281872,89056,232774,0.068213298,0.931786702
36003,"Allegany County, New York",47912,4712,43200,17666,32851,0.098346969,0.901653031
36005,"Bronx County, New York",1390191,205278,1184913,706370,597594,0.147661724,0.852338276
36007,"Broome County, New York",195859,15581,180278,73691,135171,0.079552127,0.920447873
36009,"Cattaraugus County, New York",78632,8820,69812,30166,52841,0.112168074,0.887831926
36011,"Cayuga County, New York",76193,7205,68988,26942,53979,0.094562493,0.905437507
36013,"Chautauqua County, New York",130892,11286,119606,52640,87086,0.086223757,0.913776243
36015,"Chemung County, New York",84560,6360,78200,32199,58761,0.075212867,0.924787133
36017,"Chenango County, New York",49298,4564,44734,19968,32230,0.092579821,0.907420179
36019,"Clinton County, New York",77317,4796,72521,27264,57522,0.062030343,0.937969657
36021,"Columbia County, New York",60669,4907,55762,21369,44210,0.080881505,0.919118495
36023,"Cortland County, New York",48733,3729,45004,15252,36078,0.076518991,0.923481009
36025,"Delaware County, New York",46649,4519,42130,18100,32089,0.096872387,0.903127613
36027,"Dutchess County, New York",289666,24703,264963,79398,223326,0.085280979,0.914719021
36029,"Erie County, New York",908841,57948,850893,322945,658334,0.063760328,0.936239672
36031,"Essex County, New York",36726,3407,33319,14010,25931,0.092768066,0.907231934
36033,"Franklin County, New York",46483,5248,41235,18205,29881,0.112901491,0.887098509
36035,"Fulton County, New York",53838,5612,48226,21954,34804,0.104238642,0.895761358
36037,"Genesee County, New York",59101,5236,53865,19282,43471,0.088594102,0.911405898
36039,"Greene County, New York",45568,3988,41580,16371,32695,0.087517556,0.912482444
36041,"Hamilton County, New York",4759,446,4313,1735,3672,0.093717167,0.906282833
36043,"Herkimer County, New York",63626,5736,57890,26006,41507,0.090151825,0.909848175
36045,"Jefferson County, New York",106666,9219,97447,37302,74954,0.086428665,0.913571335
36047,"Kings County, New York",2559666,335657,2224009,1093168,1305891,0.131133124,0.868866876
36049,"Lewis County, New York",26775,2841,23934,9577,17983,0.106106443,0.893893557
36051,"Livingston County, New York",62364,3784,58580,19090,48535,0.060676031,0.939323969
36053,"Madison County, New York",72009,4698,67311,22457,54235,0.065241845,0.934758155
36055,"Monroe County, New York",740836,49759,691077,244730,545687,0.067166012,0.932833988
36057,"Montgomery County, New York",49188,5258,43930,20672,30298,0.106895991,0.893104009
36059,"Nassau County, New York",1340244,113043,1227201,327315,1063801,0.084345089,0.915654911
36061,"New York County, New York",1607222,157107,1450115,501485,1079969,0.097750653,0.902249347
36063,"Niagara County, New York",212772,15308,197464,76432,155883,0.071945557,0.928054443
36065,"Oneida County, New York",225534,15615,209919,91608,152301,0.069235681,0.930764319
36067,"Onondaga County, New York",462500,35777,426723,153470,338629,0.077355676,0.922644324
36069,"Ontario County, New York",107948,8504,99444,34018,81790,0.078778671,0.921221329
36071,"Orange County, New York",364531,32895,331636,109014,262058,0.090239239,0.909760761
36073,"Orleans County, New York",39716,3831,35885,15610,27309,0.096459865,0.903540135
36075,"Oswego County, New York",120822,10255,110567,46563,80331,0.084876926,0.915123074
36077,"Otsego County, New York",61121,5150,55971,21481,43443,0.084259093,0.915740907
36079,"Putnam County, New York",99059,8582,90477,20941,81083,0.086635238,0.913364762
36081,"Queens County, New York",2265741,386421,1879320,828469,1223091,0.170549502,0.829450498
36083,"Rensselaer County, New York",157653,10141,147512,49535,119513,0.064324815,0.935675185
36085,"Richmond County, New York",467332,35511,431821,143154,331279,0.075986665,0.924013335
36087,"Rockland County, New York",315547,30009,285538,106250,214343,0.095101522,0.904898478
36089,"St. Lawrence County, New York",108424,12043,96381,39251,72525,0.111073194,0.888926806
36091,"Saratoga County, New York",219154,12500,206654,56667,180759,0.057037517,0.942962483
36093,"Schenectady County, New York",153498,12088,141410,52746,109929,0.078750212,0.921249788
36095,"Schoharie County, New York",31996,2392,29604,11865,23025,0.074759345,0.925240655
36097,"Schuyler County, New York",18061,1947,16114,6694,11935,0.10780134,0.89219866
36099,"Seneca County, New York",32473,3617,28856,11147,23008,0.111384843,0.888615157
36101,"Steuben County, New York",97742,10524,87218,37283,65259,0.107671216,0.892328784
36103,"Suffolk County, New York",1485692,137901,1347791,376945,1152940,0.092819373,0.907180627
36105,"Sullivan County, New York",74778,9552,65226,30571,44796,0.127738105,0.872261895
36107,"Tioga County, New York",50089,4092,45997,16605,36960,0.081694584,0.918305416
36109,"Tompkins County, New York",102302,5962,96340,25080,81811,0.058278431,0.941721569
36111,"Ulster County, New York",177193,18323,158870,58753,124114,0.103407019,0.896592981
36113,"Warren County, New York",64758,5736,59022,23149,46928,0.088575929,0.911424071
36115,"Washington County, New York",59768,6275,53493,22121,40906,0.104989292,0.895010708
36117,"Wayne County, New York",91654,8260,83394,30028,65971,0.090121544,0.909878456
36119,"Westchester County, New York",948996,99414,849582,254450,700111,0.104757027,0.895242973
36121,"Wyoming County, New York",37921,2979,34942,12260,28605,0.078558055,0.921441945
36123,"Yates County, New York",24892,4868,20024,8513,15193,0.19556484,0.80443516
37001,"Alamance County, North Carolina",152615,24781,127834,51909,93987,0.162375913,0.837624087
37003,"Alexander County, North Carolina",36246,4760,31486,13884,22692,0.131324836,0.868675164
37005,"Alleghany County, North Carolina",10818,2194,8624,4622,5863,0.202810131,0.797189869
37007,"Anson County, North Carolina",24399,4711,19688,9841,12855,0.193081684,0.806918316
37009,"Ashe County, North Carolina",26919,4710,22209,11090,15901,0.174969353,0.825030647
37011,"Avery County, North Carolina",15928,3216,12712,5760,9125,0.201908589,0.798091411
37013,"Beaufort County, North Carolina",47218,7267,39951,20306,27224,0.153903173,0.846096827
37015,"Bertie County, North Carolina",19491,2944,16547,8943,9782,0.151044072,0.848955928
37017,"Bladen County, North Carolina",34433,6031,28402,15458,17246,0.175151744,0.824848256
37019,"Brunswick County, North Carolina",112056,17303,94753,47621,70461,0.154413864,0.845586136
37021,"Buncombe County, North Carolina",240686,38843,201843,80856,152177,0.161384543,0.838615457
37023,"Burke County, North Carolina",87824,13650,74174,34840,50568,0.155424485,0.844575515
37025,"Cabarrus County, North Carolina",183428,27271,156157,48365,126198,0.148674139,0.851325861
37027,"Caldwell County, North Carolina",81258,13590,67668,31413,46051,0.167245071,0.832754929
37029,"Camden County, North Carolina",9983,937,9046,2950,7594,0.093859561,0.906140439
37031,"Carteret County, North Carolina",66128,11134,54994,24664,42622,0.168370433,0.831629567
37033,"Caswell County, North Carolina",22289,3473,18816,9450,12808,0.155816771,0.844183229
37035,"Catawba County, North Carolina",153085,22907,130178,48838,99398,0.149635823,0.850364177
37037,"Chatham County, North Carolina",65328,9231,56097,22921,44019,0.141302351,0.858697649
37039,"Cherokee County, North Carolina",26899,5725,21174,12167,13559,0.212833191,0.787166809
37041,"Chowan County, North Carolina",14444,2017,12427,6229,8351,0.139642758,0.860357242
37043,"Clay County, North Carolina",10539,2452,8087,4571,5622,0.232659645,0.767340355
37045,"Cleveland County, North Carolina",96991,14589,82402,37731,56632,0.150416018,0.849583982
37047,"Columbus County, North Carolina",54784,10502,44282,23655,27464,0.191698306,0.808301694
37049,"Craven County, North Carolina",96959,14914,82045,34932,63451,0.153817593,0.846182407
37051,"Cumberland County, North Carolina",295107,41522,253585,98289,193829,0.140701508,0.859298492
37053,"Currituck County, North Carolina",23894,4145,19749,5879,16817,0.173474512,0.826525488
37055,"Dare County, North Carolina",34343,6436,27907,10081,22694,0.187403547,0.812596453
37057,"Davidson County, North Carolina",161744,23557,138187,56354,101457,0.145643733,0.854356267
37059,"Davie County, North Carolina",41025,5635,35390,13478,27653,0.137355271,0.862644729
37061,"Duplin County, North Carolina",58815,13410,45405,23268,29206,0.22800306,0.77199694
